image_path,description,relevance_detail,hallucination,fluency
static/ben_52295.jpg,"this satellite image, shot during Summer, reflects the 'non-irrigated arable land, permanently irrigated land, annual crops associated with permanent crops, land principally occupied by agriculture, with significant areas of natural vegetation' class and is tied to utm zone 29N, marked 11 o'clock, August 13, 2017. a satellite image of a rural area with the dirt road",4,5,4
static/millionaid_P0393062.jpg,a google earth image of a field and house,5,5,5
static/ben_145266.jpg,"this satellite image, taken during Winter, features the 'complex cultivation patterns, land principally occupied by agriculture, with significant areas of natural vegetation, broad-leaved forest' classification and is connected to utm zone 34N, dated 9 o'clock, December 8, 2017. this image is showing the surface of a large rock",4,4,5
static/ben_14393.jpg,"this satellite image, taken during Summer, features the 'pastures, complex cultivation patterns, transitional woodland/shrub' classification and is connected to utm zone 29N, dated 11 o'clock, June 17, 2017. a satellite view of a farm land field",5,5,5
static/fmow_ground_transportation_station_1143_8_rgb.jpg,"during Fall in Tapeixtles, Mexico, the satellite spotted ground_transportation_station located towards the center and center-left blocks. every pixel in this image corresponds to 3.17m on the ground. this capture, time-stamped at 18 o'clock, November 3, 2015, is referenced in utm zone 13Q. additionally, the scan took place in a reverse direction with a cloud cover rate of 9%. angles defining this shot include a target azimuth of 80.81? and off-nadir angle of 44.22?. a satellite image shows a large rectangular building next to a street",5,5,5
static/ben_134226.jpg,"captured by satellite during Winter, this image highlighting 'broad-leaved forest, sclerophyllous vegetation, transitional woodland/shrub' falls under utm zone 29N and is timestamped 11 o'clock, December 1, 2017. a close up of a very dark green area on a map",5,5,5
static/millionaid_P0761987.jpg,a satellite image shows a pond surrounded by a small building,5,5,5
static/millionaid_P0862918.jpg,a road has a large roundabout on one side,5,5,5
static/ben_309258.jpg,"this satellite image from the Summer season, highlighting the 'discontinuous urban fabric, non-irrigated arable land, complex cultivation patterns' class, belongs to utm zone 33N and carries the timestamp 9 o'clock, August 31, 2017. a satellite image of a river running through a farm",5,5,5
static/fmow_recreational_facility_2678_1_msrgb.jpg,"McKees Rocks, United States's Summer was portrayed through a satellite image showcasing recreational_facility in the center and top-left blocks. a clear view with a ground sample distance of 2.30m was achieved. it's catalogued under utm zone 17T with a timestamp of 16 o'clock, August 6, 2013. conditions during the snapshot included 0% cloudiness and a scan direction of forward. guiding angles for this acquisition were target azimuth: 38.47? and off-nadir: 26.95?. an aerial image of a freeway crossing over some buildings",4,5,5
static/millionaid_P0885593.jpg,a satellite image of an island in the sea,5,5,5
static/millionaid_P0748083.jpg,a google satellite view of a field with lots of crop,5,5,5
static/ben_266708.jpg,"this satellite image, shot in Summer, portrays 'non-irrigated arable land, complex cultivation patterns, land principally occupied by agriculture, with significant areas of natural vegetation, broad-leaved forest' and is affiliated with utm zone 35N, timestamped 9 o'clock, August 8, 2017. a satellite image of the farm land in the south",5,5,5
static/millionaid_P0364783.jpg,a satellite image of a lake and street,5,5,5
static/ben_448666.jpg,"from the Winter season, this satellite image representing 'discontinuous urban fabric, pastures, mixed forest' is linked to utm zone 29N and bears the date 11 o'clock, February 20, 2018. a satellite image of a green area",5,5,5
static/ben_553480.jpg,"showcasing the Spring season, this satellite image with 'agro-forestry areas, broad-leaved forest' classification is from utm zone 29N and timestamped 11 o'clock, May 15, 2018. a top view of a forested area",5,5,5
static/fmow_multi-unit_residential_758_8_msrgb.jpg,"with a bird's eye view of Ankara, Turkey in Summer, the satellite image presents multi-unit_residential situated at the center and top-left blocks. ensuring depth, its ground sample distance is set at 1.31m. it is registered under utm zone 36S, dated 8 o'clock, August 1, 2016. the scan was executed in the reverse under a cloud cover of 9%. relevant angles were target azimuth at 265.11? and off-nadir at 13.43?. a satellite view shows a small town with several houses",5,5,5
static/fmow_parking_lot_or_garage_2298_3_rgb.jpg,"Chippendale, Australia's terrain in Spring was imaged, depicting parking_lot_or_garage in the center and center-right blocks. ensuring granularity, the ground sample distance stands at 1.91m. geospatial insights reference it to utm zone 56H, captured at 0 o'clock, April 22, 2010. atmospheric conditions denote 0% cloud cover, and it was scanned in the reverse direction. pivotal angles included are target azimuth at 285.21? and off-nadir at 8.11?. aerial image of a street view, with street names",5,5,5
static/millionaid_P0255516.jpg,a satellite view shows a large factory and a train,5,5,5
static/fmow_single-unit_residential_2070_3_msrgb.jpg,"captured above Wellington Point, Australia during its Summer, our satellite picked up single-unit_residential distinctly visible at the center and top-left blocks. this image's fidelity is marked by its ground sample distance of 2.36m. it's cataloged under the utm zone 56J, taken precisely at 0 o'clock, June 6, 2012. with 0% clouds in view, the scan direction was forward. key angular metrics include target azimuth: 28.61? and off-nadir: 28.05?. a satellite image of a suburb with several houses",3,3,5
static/millionaid_P0007166.jpg,a satellite view of the site in the middle of a field,3,3,5
static/millionaid_P0245935.jpg,satellite image of an industrial site on the ground in the country,5,5,5
static/fmow_wind_farm_1273_0_msrgb.jpg,"the satellite frame from Yumen, China, taken during its Spring, is punctuated by the presence of wind_farm in the center and top-left blocks. every detail is crisp thanks to its ground sample distance of 1.48m. it's geo-tagged to utm zone 47T, bearing the timestamp 5 o'clock, March 9, 2017. the ambient cloud cover was at 0%, and the image acquisition followed a reverse direction. angles dictating this frame include target azimuth at 78.67? and off-nadir at 25.23?. a satellite image of an icy landscape with the buildings",4,5,5
static/millionaid_P0107017.jpg,an aerial photo of parking lot with parking spaces,5,5,5
static/fmow_single-unit_residential_2086_5_msrgb.jpg,"in Laguna Hills, United States, during the Winter, a satellite frame captured single-unit_residential positioned at the center and top-left blocks. the image's quality is evident with a ground sample distance of 1.88m. associated geospatial data points to utm zone 11S and the timestamp 18 o'clock, January 30, 2017. with 0% of the sky being cloudy, the scan was executed in the reverse direction. the image orientation was guided by target azimuth at 126.44? and off-nadir at 20.65?. the view from a satellite over a large street",5,5,5
static/millionaid_P0369809.jpg,this satellite image shows a river and field,5,5,5
static/millionaid_P0587246.jpg,the overhead map shows a single lane road in a rural setting,4,5,5
static/ben_55908.jpg,"from Summer, this satellite image denoting 'discontinuous urban fabric, non-irrigated arable land, pastures, complex cultivation patterns' is associated with utm zone 34N and marked 9 o'clock, August 16, 2017. a satellite map of a farm that is surrounded by trees and grass",5,5,5
static/millionaid_P0082650.jpg,a large satellite image of greenhouses and fruit trees,5,5,5
static/millionaid_P0850490.jpg,a satellite photo shows the land in a forested area,5,5,5
static/millionaid_P0815065.jpg,the aerial image shows houses in the woods,4,4,5
static/millionaid_P0230539.jpg,an aerial view of a boat in a canal,5,5,5
static/ben_32939.jpg,"from the Summer season, this satellite image displaying 'annual crops associated with permanent crops, coniferous forest' is affiliated with utm zone 29N and stamped 11 o'clock, July 4, 2017. a satellite image shows a large green area surrounded by trees",5,5,5
static/millionaid_P0030238.jpg,a satellite view of the intersection with two roundabouts,5,5,5
static/millionaid_P0215166.jpg,satellite view of a park and houses,5,5,5
static/fmow_airport_terminal_723_7_rgb.jpg,"the spatial image from Sharjah, United Arab Emirates in Summer highlights airport_terminal in the top-center and center blocks. with precision marked by a ground sample distance of 2.00m, its coordinates align with utm zone 40R. it was timestamped at 6 o'clock, July 3, 2015, during 1% cloud cover and was scanned reverse. key angles include target azimuth: 244.18? and off-nadir: 25.64?. a satellite image shows an airport with an airplane",5,5,5
static/millionaid_P0831990.jpg,an aerial view of a pond near a field,5,5,5
static/millionaid_P0108810.jpg,a satellite view of an industrial area and other buildings,5,5,5
static/millionaid_P0723005.jpg,a google earth image of a baseball field,5,5,5
static/millionaid_P0439037.jpg,a satellite image of a road that runs next to water,5,5,5
static/fmow_parking_lot_or_garage_91_0_rgb.jpg,"the remote image from Hillcrest Heights, United States in its Spring distinctly shows parking_lot_or_garage in the center and center-right blocks. offering clarity with a ground sample distance of 4.38m, it's tied to utm zone 18S. the snapshot moment is 15 o'clock, April 7, 2013, under a cloud cover of 0%. scanning procedure was done forward. crucial angles for reference: target azimuth at 327.52? and off-nadir at 43.48?. a satellite photo shows the parking lot and the surrounding",5,5,5
static/millionaid_P0101883.jpg,google maps - a lake with a pier to cross it,5,5,5
static/millionaid_P0146001.jpg,a satellite view of the large village,5,5,5
static/millionaid_P0939519.jpg,an aerial photo shows an aerial view of a construction site,5,5,5
static/fmow_smokestack_112_0_msrgb.jpg,"during a flyby over Nytva, Russian Federation in Spring, the sensors detected smokestack prominently positioned in the center and top-left blocks. this detailed observation has a ground sample distance of 1.90m. the snapshot belongs to utm zone 40V and was marked at 8 o'clock, May 6, 2011. the day of the capture had a cloudiness of 0%, and the sensors worked in a forward manner. crucial angles during this observation include target azimuth at 60.07? and off-nadir at 6.87?. a satellite view of a large industrial building",5,5,5
static/ben_210849.jpg,"from Spring, this satellite image presenting 'coniferous forest, natural grassland' falls within utm zone 33N and holds the timestamp 10 o'clock, May 6, 2018. a dark brown surface covered in green trees",5,5,5
static/millionaid_P0634151.jpg,an aerial image of a baseball field,5,5,5
static/millionaid_P0443441.jpg,the aerial view shows that there are at least three different planes parked at an airport,5,5,5
static/millionaid_P0633173.jpg,aerial view of brynglas golf club,5,5,5
static/millionaid_P0610047.jpg,a satellite image shows a narrow road in the middle of a desert,5,5,5
static/millionaid_P0226769.jpg,"the pentagon, google earth, pentagon building",5,5,5
static/millionaid_P0778596.jpg,google earth showing a large portion of a rice field,5,5,5
static/millionaid_P0265419.jpg,a google satellite photo shows some white water flowing down,5,5,5
static/fmow_military_facility_2136_1_rgb.jpg,"the season of Spring saw an intriguing satellite image from Uzhur, Russian Federation. the focus was on military_facility, which appeared at the center and top-center blocks. the clarity of the image is defined by its ground sample distance of 2.19m. other metadata worth noting are the utm zone: 45U, timestamp: 5 o'clock, April 7, 2015, cloud cover rate: 0%, scan direction: forward, target azimuth angle: 132.41?, and off-nadir angle: 23.51?. an aerial photo shows a round shaped structure in the desert",5,5,5
static/ben_555902.jpg,"this satellite imagery, from the Spring season, represents the 'olive groves, pastures, agro-forestry areas' category and originates from utm zone 29N dated 11 o'clock, May 15, 2018. a satellite image of the area around a farm",3,3,5
static/millionaid_P0164354.jpg,an aerial view of the area where a train is crossing,5,5,5
static/fmow_fire_station_521_5_msrgb.jpg,"overlooking Woodland Park, United States during Spring, the satellite feed displayed fire_station at the center and top-left blocks. its precision is highlighted with a ground sample distance of 2.34m. the geo-tag corresponds to utm zone 13S with a recording time of 18 o'clock, March 15, 2015. the atmosphere showed a 0% cloud presence and the equipment directed its scan forward. orientation angles for reference are target azimuth: 142.91? and off-nadir: 28.14?. a satellite image shows an aerial view of a highway",5,4,5
static/fmow_oil_or_gas_facility_180_1_msrgb.jpg,"from the vastness of space, peering down on Ghad?mis, Algeria in Spring, we see oil_or_gas_facility at the center and top-left blocks. every detail is sharp with a ground sample distance of 1.50m. registered under utm zone 32R, it's dated on 10 o'clock, April 27, 2015. amidst 0% cloud coverage, the equipment scanned in the forward. angles captured include target azimuth: 214.04? and off-nadir: 26.51?. a satellite photo of a large structure in the desert",5,5,5
static/millionaid_P0417186.jpg,a google satellite image of a neighborhood with many houses,5,5,5
static/fmow_golf_course_93_15_msrgb.jpg,"the satellite recorded an image from Phoenix, United States during its Summer. the focus was on the golf_course which appeared in the center-left and center blocks of the frame. with a ground sample distance of 1.85m, the image showcases fine details. other specifications include utm zone 12S, capture time at 18 o'clock, June 28, 2012, a cloud cover rate of 0%, scanning in the reverse direction, and having key angles of target azimuth: 193.72? and off-nadir: 21.16?. satellite view of a small residential area",4,5,5
static/ben_44969.jpg,"associated with the 'non-irrigated arable land, complex cultivation patterns, transitional woodland/shrub' class, this satellite image from the Summer season is tied to utm zone 34N and stamped 9 o'clock, August 3, 2017. a satellite photo of a field of crops",5,5,5
static/fmow_tunnel_opening_1409_0_rgb.jpg,"from a bird's-eye view, the Fall in Dongcheng, China was captured, revealing tunnel_opening situated at the center and top-left blocks. with a detailed ground sample distance of 2.00m, every feature stands out. further geo-metadata consists of utm zone 48R, a timestamp of 3 o'clock, November 10, 2010, 3% cloud cover, a scan from the forward direction, and significant angles such as target azimuth: 37.20? and off-nadir: 16.52?. a satellite image of an airport surrounded by a forest",4,4,5
static/fmow_military_facility_552_10_rgb.jpg,"from space, during D?rat ?Izzah, Syrian Arab Republic's Summer, the lens captured military_facility situated at the center and center-right blocks. the clarity is marked by a ground sample distance of 1.94m. geospatial annotations include utm zone 37S and a timestamp of 8 o'clock, August 9, 2011. cloud conditions were at 0%, and the scan was directed reverse. defining angles for this capture are target azimuth: 193.74? and off-nadir: 24.94?. a satellite image of a rocky area",5,5,5
static/millionaid_P0108477.jpg,satellite view from above shows the land surrounding this home,5,5,5
static/millionaid_P0227963.jpg,a satellite shot of the railroad tracks next to a green field,5,5,5
static/fmow_crop_field_6492_9_rgb.jpg,"gazing down on Guacara, Venezuela, Bolivarian Republic of during Spring, the satellite detailed crop_field positioned at the center and bottom-center blocks. with a ground sample distance of 1.51m, it is catalogued under utm zone 19P. the capture moment is timestamped at 15 o'clock, March 12, 2017, with cloudiness around 49%, and scanning happened reverse. angles of interest: target azimuth 85.56?, off-nadir 27.01?. a satellite image shows a farm with farm buildings",5,5,5
static/fmow_ground_transportation_station_1025_1_msrgb.jpg,"captured above Cali, Colombia during its Fall, our satellite picked up ground_transportation_station distinctly visible at the center and top-left blocks. this image's fidelity is marked by its ground sample distance of 2.11m. it's cataloged under the utm zone 18N, taken precisely at 15 o'clock, September 23, 2013. with 5% clouds in view, the scan direction was forward. key angular metrics include target azimuth: 236.43? and off-nadir: 21.47?. the street scene in a satellite image",5,5,5
static/fmow_railway_bridge_280_0_msrgb.jpg,"a detailed glimpse of Center City, United States's Spring showcased railway_bridge at the center and center-right blocks, thanks to the satellite's lens. ensuring the details, the ground sample distance is marked at 2.69m. geospatial metadata includes utm zone 18T and capture time 15 o'clock, March 14, 2009. the day recorded a cloud cover of 3%, with the equipment set in the forward direction. significant angles that defined this frame were target azimuth: 291.83? and off-nadir: 16.15?. a small, square satellite picture of an area",5,5,5
static/millionaid_P0014002.jpg,a brown marble slab has been smoothed with an oil stain,5,5,5
static/ben_523843.jpg,"this satellite image from Spring, showcasing 'broad-leaved forest', belongs to utm zone 34N and holds the timestamp 9 o'clock, May 9, 2018. this is a close up of a very green water",3,3,5
static/ben_471971.jpg,"during the Spring, this satellite image depicting 'broad-leaved forest, sclerophyllous vegetation, transitional woodland/shrub' was captured in utm zone 29N and timestamped 11 o'clock, March 26, 2018. a satellite image of a forested area",5,5,5
static/fmow_fountain_748_1_rgb.jpg,"during its orbital pass over Kematen in Tirol, Austria in Winter, the satellite sensor identified fountain at the center and top-left blocks. the crispness of the image, with a ground sample distance of 2.02m, stands out. it's geo-referenced in utm zone 32T and timestamped at 10 o'clock, February 25, 2014. the weather conditions showed 0% cloud coverage, and the scanning was executed in the forward direction. pertinent angles during this capture are target azimuth at 338.44? and off-nadir at 16.96?. kirchberg - the village on google satellite view",4,4,5
static/millionaid_P0450383.jpg,close up view of a piece of wood that has been damaged,3,3,5
static/millionaid_P0375768.jpg,a satellite view of houses in a large residential area,5,5,5
static/fmow_place_of_worship_3168_16_rgb.jpg,"a satellite overview of Vasyl'evsky Ostrov, Russian Federation in its Winter portrayed place_of_worship located at the center and top-left blocks. ensuring detailed insights, the ground sample distance measures 1.87m. this frame is geotagged to utm zone 36V and timestamped at 9 o'clock, January 12, 2013. cloudiness was observed at 0%, with the scanner's direction being forward. angles that played a pivotal role are target azimuth: 109.03? and off-nadir: 2.57?. the city is surrounded by white snow and a satellite view",5,5,5
static/millionaid_P0815365.jpg,the satellite view shows a large soccer field on the ground,5,5,5
static/millionaid_P0433321.jpg,a new bridge is shown in this google earth view,4,4,5
static/millionaid_P0976373.jpg,a bird's eye aerial view of the road and cars driving on it,5,5,5
static/fmow_surface_mine_744_1_rgb.jpg,"from a bird's-eye view, the Fall in Gr?nichen, Switzerland was captured, revealing surface_mine situated at the center and top-center blocks. with a detailed ground sample distance of 1.42m, every feature stands out. further geo-metadata consists of utm zone 32T, a timestamp of 10 o'clock, October 14, 2014, 7% cloud cover, a scan from the forward direction, and significant angles such as target azimuth: 247.65? and off-nadir: 22.29?. dirt excavation site - google maps",5,5,5
static/millionaid_P0565735.jpg,a close up of the google earth view of the house,5,5,5
static/millionaid_P0293420.jpg,google maps satellite view of an urban area with houses,5,5,5
static/millionaid_P0767670.jpg,a lake is seen near a forest with an odd looking object in it,5,5,5
static/millionaid_P0028516.jpg,an aerial view of the intersection at the edge of the road,5,5,5
