image_path,description,relevance_detail,hallucination,fluency
static/millionaid_P0140597.jpg,aerial view of high school track,4,5,5
static/ben_258884.jpg,"this satellite image from the Summer season, highlighting the 'sea and ocean' class, belongs to utm zone 29N and carries the timestamp 11 o'clock, July 18, 2017. light blue, a navy fabric",5,5,5
static/fmow_barn_263_3_msrgb.jpg,"a detailed glimpse of Pieve Emanuele, Italy's Summer showcased barn at the center and top-left blocks, thanks to the satellite's lens. ensuring the details, the ground sample distance is marked at 1.72m. geospatial metadata includes utm zone 32T and capture time 10 o'clock, August 6, 2016. the day recorded a cloud cover of 0%, with the equipment set in the reverse direction. significant angles that defined this frame were target azimuth: 155.48? and off-nadir: 12.61?. the village of puchencei, in a satellite image",5,4,5
static/fmow_race_track_640_3_rgb.jpg,"Chafford Hundred, United Kingdom's terrain in Fall was imaged, depicting race_track in the center and center-left blocks. ensuring granularity, the ground sample distance stands at 2.01m. geospatial insights reference it to utm zone 31U, captured at 11 o'clock, September 15, 2012. atmospheric conditions denote 0% cloud cover, and it was scanned in the forward direction. pivotal angles included are target azimuth at 318.29? and off-nadir at 16.58?. a satellite view of a racing track with cars on the side",5,5,5
static/millionaid_P0154519.jpg,the location and date when the aerial photo was taken,1,3,3
static/fmow_water_treatment_facility_924_0_rgb.jpg,"from an orbital perspective, the Spring of Lamont, United States presented water_treatment_facility distinctly at the center and center-right blocks. this image boasts a ground sample distance of 2.18m. for geospatial referencing, it's tied to utm zone 11S and was captured at 18 o'clock, April 16, 2016. clouds occupied 1% of the sky, with the equipment scanning in the forward direction. pivotal angles for this capture were a target azimuth of 201.99? and an off-nadir angle of 23.85?. a satellite map shows two buildings and fields with water",5,5,5
static/millionaid_P0286421.jpg,a view from the satellite over a beach,4,5,5
static/millionaid_P0523782.jpg,this is an aerial shot of a roundabout,4,5,5
static/fmow_ground_transportation_station_607_5_rgb.jpg,"during Fall in Balwyn, Australia, the satellite spotted ground_transportation_station located towards the center and top-left blocks. every pixel in this image corresponds to 1.31m on the ground. this capture, time-stamped at 0 o'clock, September 17, 2016, is referenced in utm zone 55H. additionally, the scan took place in a reverse direction with a cloud cover rate of 9%. angles defining this shot include a target azimuth of 268.33? and off-nadir angle of 12.55?. this is a picture of a satellite view of a house with a train track",5,5,5
static/millionaid_P0701512.jpg,google earth image of a train traveling through the woods,4,5,5
static/fmow_stadium_127_3_msrgb.jpg,"the dataset showcases stadium located at center and top-center blocks in an image from Sant Andreu, Spain, taken during Winter. it boasts a ground sample distance of 2.34m, logged under utm zone 31T on 11 o'clock, January 30, 2016. observed cloud cover: 0%, scanning was executed in the forward with angles: target azimuth: 55.71? and off-nadir: 28.06?. an aerial view of city with a soccer field",3,4,3
static/millionaid_P0434001.jpg,a satellite image of a beach and runway,4,5,5
static/fmow_single-unit_residential_1924_2_msrgb.jpg,"an image captured in Yanaul, Russian Federation during Spring reveals single-unit_residential positioned at the center and top-left blocks. it was taken with a ground sample distance of 1.28m, specifically in the utm zone 40V at 7 o'clock, April 13, 2016. notable conditions include a cloud cover rate of 2%, scan direction facing forward, target azimuth angle of 103.36?, and an off-nadir angle of 10.65?. a satellite image of many houses in this village",5,5,5
static/millionaid_P0374930.jpg,a satellite photo of a building with several water tanks,3,5,5
static/millionaid_P0480392.jpg,souraku stadium oita,5,3,5
static/fmow_ground_transportation_station_139_3_msrgb.jpg,"orbiting above Punto Fijo, Venezuela, Bolivarian Republic of during Spring, the sensor detected ground_transportation_station at the center and center-left blocks of the frame. ensuring granular detail, the image's ground sample distance stands at 2.13m. its geospatial tag corresponds to utm zone 19P and records the date as 15 o'clock, March 25, 2016. amidst 7% cloud cover, the scan was done reverse. noteworthy angles are target azimuth: 200.13? and off-nadir: 30.31?. satellite images are shown in this photo of the city",4,5,5
static/fmow_barn_917_9_rgb.jpg,"a top-down perspective of Reykjav?k, Iceland during Summer showcases barn at the center and top-left blocks. it is defined with a ground sample distance of 2.11m. geospatially, it's associated with utm zone 27W, timestamped on 13 o'clock, July 7, 2016. cloud cover was recorded at 2%, with the scanner's direction being reverse. important angles in the metadata are target azimuth: 110.18? and off-nadir: 28.20?. a 3d satellite image shows a farm and a large open area",5,5,5
static/ben_550190.jpg,"from the Spring season, this satellite image labeled 'discontinuous urban fabric, olive groves, annual crops associated with permanent crops, complex cultivation patterns, land principally occupied by agriculture, with significant areas of natural vegetation, mixed forest' originates from the 29N utm zone, dated 11 o'clock, May 15, 2018. an aerial photograph taken from a satellite",5,5,5
static/millionaid_P0613211.jpg,an aerial view of a solar farm on the side of a freeway,5,5,5
static/fmow_swimming_pool_938_1_rgb.jpg,"from an orbital perspective, the Fall of Bonn, Germany presented swimming_pool distinctly at the center and top-left blocks. this image boasts a ground sample distance of 2.02m. for geospatial referencing, it's tied to utm zone 32U and was captured at 10 o'clock, September 22, 2016. clouds occupied 5% of the sky, with the equipment scanning in the forward direction. pivotal angles for this capture were a target azimuth of 169.44? and an off-nadir angle of 17.30?. satellite view of a village and house",5,5,5
static/ben_212320.jpg,"in the Spring season, this satellite image labeled as 'discontinuous urban fabric, non-irrigated arable land, complex cultivation patterns, land principally occupied by agriculture, with significant areas of natural vegetation' is affiliated with utm zone 33N and timestamped 10 o'clock, May 6, 2018. a satellite view of a green farm field",5,5,5
static/fmow_factory_or_powerplant_507_2_rgb.jpg,"an orbital shot over Beauchastel, France in its Summer depicted factory_or_powerplant at the center and center-right blocks. with crisp clarity at a ground sample distance of 1.90m, it's geolocated in utm zone 31T and was timestamped 10 o'clock, July 18, 2012. the atmospheric condition was 0% cloud cover, and scan was reverse. prominent angles were target azimuth: 283.82? and off-nadir: 9.46?. the satellite photo shows a small bridge leading into a large body of water",5,5,5
static/fmow_park_710_2_msrgb.jpg,"Musashimurayama, Japan's landscape during Winter was captured with park being evident at the center and top-center blocks. the ground sample distance of this imagery is 1.78m. geo-referencing details point to utm zone 54S and the moment of capture as 1 o'clock, January 19, 2016. atmospheric conditions were marked by a cloud cover rate of 0%, and the scanning was done in a reverse direction. angles associated with this image are target azimuth: 104.63? and off-nadir: 17.65?. an image of snow covered roofs from the satellite view",4,4,5
static/fmow_fountain_591_9_rgb.jpg,"hovering over Gri??n, Spain during Fall, our equipment fetched an image of fountain evident at the center and top-left blocks. its sharpness is signified with a ground sample distance of 1.73m. geographically, it falls under utm zone 30T, taken at 11 o'clock, September 7, 2009. the cloudiness that day was 0%, with the scan executed reverse. angles of interest were target azimuth: 278.34? and off-nadir: 14.43?. a roundabout in spain's rioja region from a satellite view",5,4,5
static/millionaid_P0547026.jpg,aerial view of a turbine in the air,4,5,5
static/fmow_multi-unit_residential_279_4_rgb.jpg,"looking at Al ?udaydah, Yemen from above during Summer, our satellite image presents multi-unit_residential at the center and top-center blocks. boasting a ground sample distance of 1.93m, it's geolocated within utm zone 38P. the exact moment of capture was 7 o'clock, August 4, 2016, under a cloud cover of 1%. scan operations were directed forward. key angular measures are target azimuth: 42.42? and off-nadir: 12.63?. a satellite image of an empty street in a desert city",5,5,5
static/millionaid_P0277033.jpg,this is the google earth view of the house,3,5,5
static/millionaid_P0564036.jpg,view from overhead of the tennis court at the parkside park,4,3,5
static/ben_265149.jpg,"representing 'discontinuous urban fabric, mixed forest, water bodies', this satellite image from Summer is linked to utm zone 35N and marked 9 o'clock, August 8, 2017. a dark green water body with a green glow around",3,3,3
static/millionaid_P0935659.jpg,a baseball field that's shown in an aerial image,4,5,5
static/millionaid_P0678403.jpg,a satellite image of a field and a tractor,4,3,5
static/ben_10244.jpg,"this satellite image from Summer, classified as 'non-irrigated arable land, pastures, coniferous forest', belongs to utm zone 29N and bears the date 11 o'clock, June 17, 2017. a satellite image of a farm near a large green field",5,5,5
static/millionaid_P0673539.jpg,an aerial view of a field that has been cropped,3,5,5
static/ben_272346.jpg,"captured in the Summer, this satellite image portrays the 'coniferous forest, mixed forest, transitional woodland/shrub, inland marshes, water bodies' class from utm zone 35N and is dated 9 o'clock, August 8, 2017. the screen is black with green and brown leaves",3,3,3
static/fmow_recreational_facility_5038_5_msrgb.jpg,"a snapshot from space over Orange, France in Fall gave us a clear view of recreational_facility at the center and top-left blocks. its resolution is benchmarked by a ground sample distance of 2.95m. it's aligned with utm zone 31T and carries the timestamp 11 o'clock, September 13, 2011. during a 0% cloud cover, the scan direction was reverse. the angles recorded were target azimuth: 104.17? and off-nadir: 42.23?. a satellite view of the village near the woods",4,5,5
static/millionaid_P0010420.jpg,this is an aerial view of the pond at the golf course,4,4,5
static/millionaid_P0584156.jpg,two tracks appear on a satellite image of a field,3,3,5
static/millionaid_P0059319.jpg,a google earth view of the railroad yard,4,5,5
static/millionaid_P0916231.jpg,a satellite view of the highway next to a train,4,4,5
static/millionaid_P0127136.jpg,a plowed field with an airplane sitting in the middle,2,1,5
static/millionaid_P0586071.jpg,"a satellite image of the building with trees, and buildings in the background",4,5,5
static/millionaid_P0685689.jpg,an aerial view of a wind turbine on a dirt road,4,5,5
static/millionaid_P0789016.jpg,aerial photo taken from an airplane shows corn and grass in the middle,4,5,5
static/ben_87606.jpg,"the 'non-irrigated arable land, land principally occupied by agriculture, with significant areas of natural vegetation, broad-leaved forest, transitional woodland/shrub' class is evident in this satellite image from Fall, linked to utm zone 29N, and bearing the timestamp 11 o'clock, October 2, 2017. the top of an aerial photo",5,5,5
static/ben_246627.jpg,"captured during Spring, this satellite image emphasizing 'sea and ocean' is from utm zone 29N and is marked 11 o'clock, May 29, 2018. the moon is at the horizon in this black sky",3,3,3
static/millionaid_P0785473.jpg,the aerial view of the factory and a large parking lot,5,5,5
static/millionaid_P0613498.jpg,the google map shows the city's buildings,3,5,5
static/fmow_storage_tank_23_2_msrgb.jpg,"from the vastness of space, peering down on Ouro Preto, Brazil in Summer, we see storage_tank at the center and top-left blocks. every detail is sharp with a ground sample distance of 1.91m. registered under utm zone 23K, it's dated on 13 o'clock, July 21, 2015. amidst 2% cloud coverage, the equipment scanned in the forward. angles captured include target azimuth: 271.45? and off-nadir: 9.51?. an aerial photo of an industrial plant and area",5,4,5
static/millionaid_P0082339.jpg,a satellite view of several streets in a residential neighborhood,4,5,5
static/millionaid_P0083458.jpg,an aerial view of a wind turbine on a dirt road,5,5,5
static/fmow_toll_booth_524_4_rgb.jpg,"a Spring satellite image from Redondela, Spain has toll_booth visible at the center and top-left blocks. ensuring detail, the ground sample distance is 1.42m. the frame's metadata cites utm zone 29T, captured time 11 o'clock, March 16, 2017, cloud coverage of 0%, scan direction being forward, and angles such as target azimuth at 303.97? and off-nadir of 22.33?. the curved highway",5,5,5
static/millionaid_P0001331.jpg,a satellite view of agricultural land with the crops on it,4,5,5
static/ben_339253.jpg,"bearing the 'discontinuous urban fabric, complex cultivation patterns, broad-leaved forest' classification, this satellite image from Fall is linked to utm zone 33N and dated 10 o'clock, September 23, 2017. the google satellite view shows some green fields and farm buildings",5,5,5
static/millionaid_P0163120.jpg,an aerial view of a small pond and water tanks in the forest,4,5,5
static/fmow_storage_tank_182_9_msrgb.jpg,"captured above Ingleside, United States during its Fall, our satellite picked up storage_tank distinctly visible at the center and top-left blocks. this image's fidelity is marked by its ground sample distance of 1.96m. it's cataloged under the utm zone 14R, taken precisely at 17 o'clock, September 2, 2016. with 2% clouds in view, the scan direction was reverse. key angular metrics include target azimuth: 271.68? and off-nadir: 25.20?. the satellite image shows a building and an overhanging street",5,5,5
static/fmow_office_building_355_0_msrgb.jpg,"the remote image from Seeb, Oman in its Spring distinctly shows office_building in the center and top-left blocks. offering clarity with a ground sample distance of 2.47m, it's tied to utm zone 40Q. the snapshot moment is 6 o'clock, April 9, 2017, under a cloud cover of 0%. scanning procedure was done forward. crucial angles for reference: target azimuth at 0.78? and off-nadir at 31.15?. a satellite image shows the town's streets and roads",5,5,5
static/millionaid_P0348946.jpg,an aerial photo of a forest in the middle of the desert,4,4,5
static/millionaid_P0087031.jpg,a satellite photo of an animal waste processing plant,2,2,5
static/millionaid_P0005163.jpg,"a satellite image of an area with a green area, some buildings and trees",4,5,5
static/ben_58028.jpg,"from utm zone 34N and shot during the Summer, this satellite image, with the 'sea and ocean' label, is marked 9 o'clock, August 16, 2017. black background photo of an ice cream cone",3,3,3
static/ben_295857.jpg,"this satellite image, captured in Summer, showcases 'discontinuous urban fabric, non-irrigated arable land, broad-leaved forest, water courses' and falls under the purview of utm zone 33N, marked 10 o'clock, August 24, 2017. a satellite image of farmland in the area",5,5,5
static/ben_149824.jpg,"taken during the Winter, this satellite image categorized as 'permanently irrigated land, olive groves, annual crops associated with permanent crops, complex cultivation patterns' belongs to utm zone 29N and is marked 11 o'clock, December 21, 2017. google earth satellite view of a wooded area in northern virginia",5,4,5
static/ben_204987.jpg,"this satellite image, taken in the Spring, represents the 'discontinuous urban fabric, non-irrigated arable land, land principally occupied by agriculture, with significant areas of natural vegetation' class and falls under utm zone 34N with a timestamp of 9 o'clock, April 30, 2018. this satellite image shows an area of farmland and fields",5,5,5
static/ben_543539.jpg,"from utm zone 29N and shot during the Spring, this satellite image, with the 'continuous urban fabric' label, is marked 11 o'clock, May 15, 2018. a satellite view of a dirt road with vegetation and other trees",5,5,5
static/fmow_tower_1115_2_rgb.jpg,"overlooking Mount Prospect, United States during Fall, the satellite feed displayed tower at the center and top-left blocks. its precision is highlighted with a ground sample distance of 1.96m. the geo-tag corresponds to utm zone 16T with a recording time of 17 o'clock, September 23, 2013. the atmosphere showed a 0% cloud presence and the equipment directed its scan reverse. orientation angles for reference are target azimuth: 71.11? and off-nadir: 13.87?. an aerial satellite image shows the intersection of a street and a highway",5,5,5
static/millionaid_P0039882.jpg,the aerial image shows the top of a building with parking spots,4,5,5
static/millionaid_P0183921.jpg,an aerial view of some of the crops on an agricultural site,2,1,5
static/millionaid_P0060896.jpg,a satellite view of two wind turbine turbines in the air,2,2,5
static/fmow_swimming_pool_212_7_rgb.jpg,"from an orbital vantage point over Cascavel, Brazil during Summer, the satellite captured swimming_pool at the center and top-left blocks. its granularity is denoted with a ground sample distance of 1.96m. geo-references include utm zone 24M and capture timestamp 13 o'clock, July 5, 2016. sky conditions during this time were 0% cloud-covered, and the scanning direction was forward. key angles encompass target azimuth: 72.94? and off-nadir: 13.56?. the satellite image of an area with red roofs",5,5,5
static/millionaid_P0470676.jpg,google earth view of the wells on top of a hill,1,1,5
static/millionaid_P0328742.jpg,photo from google earth of several tanks that can be seen in the middle of the field,4,5,5
static/fmow_parking_lot_or_garage_755_2_rgb.jpg,"the aerial viewpoint of Bia?o?eka, Poland during its Spring unveils parking_lot_or_garage in the center and top-center blocks. ensuring sharpness, the image has a ground sample distance of 2.47m. the meta data tags it under utm zone 34U and notes 9 o'clock, March 3, 2005. sky was 0% cloudy, with scanning done forward. essential angles were target azimuth: 316.03? and off-nadir: 4.23?. the google earth satellite image shows an aerial view of several buildings",5,5,5
static/fmow_water_treatment_facility_293_4_rgb.jpg,"from a bird's-eye view, the Summer in Marseille 09, France was captured, revealing water_treatment_facility situated at the top-center and center blocks. with a detailed ground sample distance of 1.94m, every feature stands out. further geo-metadata consists of utm zone 31T, a timestamp of 10 o'clock, July 19, 2015, 0% cloud cover, a scan from the forward direction, and significant angles such as target azimuth: 35.23? and off-nadir: 12.14?. a satellite image of oil tanks on top of rocks",5,5,5
static/ben_188843.jpg,"captured by satellite during Spring, this image highlighting 'non-irrigated arable land, pastures, land principally occupied by agriculture, with significant areas of natural vegetation, broad-leaved forest' falls under utm zone 34N and is timestamped 9 o'clock, April 13, 2018. the google satellite image shows two houses on a very large farm",4,4,5
static/millionaid_P0795883.jpg,a satellite view of a solar array,4,5,5
static/millionaid_P0090594.jpg,the golf course is shown in this satellite photo,3,2,5
static/millionaid_P0610692.jpg,a aerial view of rows of solar panels on a field,4,5,5
static/millionaid_P0920663.jpg,a satellite image of a field with a green pool,2,2,5
static/millionaid_P0965363.jpg,"solar panels above a parking lot, in an aerial view",5,5,5
static/fmow_airport_hangar_103_1_msrgb.jpg,"a detailed glimpse of Lawrenceville, United States's Fall showcased airport_hangar at the center and top-left blocks, thanks to the satellite's lens. ensuring the details, the ground sample distance is marked at 2.06m. geospatial metadata includes utm zone 17S and capture time 16 o'clock, October 18, 2015. the day recorded a cloud cover of 0%, with the equipment set in the forward direction. significant angles that defined this frame were target azimuth: 146.32? and off-nadir: 19.43?. google satellite image of the parking area in front of a terminal",5,5,5
static/fmow_shopping_mall_113_1_msrgb.jpg,"hovering above Dolgoprudnyy, Russian Federation in Spring, the satellite's lens picked up shopping_mall at the center and center-left blocks. the image is known for its precision, marked by a ground sample distance of 2.48m. geographically, it's catalogued in utm zone 37U, timestamped at 9 o'clock, May 19, 2007. the day was partly cloudy with a cover rate of 0%, and the scan followed a forward direction. the image was guided by angles: target azimuth at 316.78? and off-nadir at 5.83?. a satellite image of the street next to the road",5,4,4
static/millionaid_P0042141.jpg,a red colored google maps image shows a car and a school in the parking lot,3,3,5
static/fmow_military_facility_450_3_rgb.jpg,"from high above Tikr?t, Iraq during Fall, the image captured military_facility residing at the top-center and top-left blocks. its resolution is denoted with a ground sample distance of 1.55m. the geo-tag is referenced to utm zone 38S with a date stamp of 7 o'clock, September 2, 2014. clouds made up 0% of the sky, with the scan direction set forward. orientation angles stood at target azimuth: 334.90? and off-nadir: 28.17?. the satellite image shows the buildings in an industrial zone",5,5,5
static/ben_34174.jpg,"this satellite image from Summer, showcasing 'non-irrigated arable land, agro-forestry areas', belongs to utm zone 29N and holds the timestamp 11 o'clock, July 4, 2017. abstract patterns and shapes on brown desert",5,5,5
static/fmow_barn_2210_1_rgb.jpg,"the satellite recorded an image from Nowy S?cz, Poland during its Fall. the focus was on the barn which appeared in the center and top-left blocks of the frame. with a ground sample distance of 2.30m, the image showcases fine details. other specifications include utm zone 34U, capture time at 10 o'clock, October 11, 2014, a cloud cover rate of 17%, scanning in the reverse direction, and having key angles of target azimuth: 101.02? and off-nadir: 27.04?. a satellite image of a small village and farm field",5,5,5
static/millionaid_P0591139.jpg,"taken from the sky, this satellite view shows the city's main train line",4,5,5
static/fmow_military_facility_1585_3_rgb.jpg,"a satellite overview of Darnah, Libya in its Winter portrayed military_facility located at the center-left and center blocks. ensuring detailed insights, the ground sample distance measures 1.48m. this frame is geotagged to utm zone 34S and timestamped at 9 o'clock, January 29, 2017. cloudiness was observed at 3%, with the scanner's direction being forward. angles that played a pivotal role are target azimuth: 248.32? and off-nadir: 25.45?. a satellite image shows small house in the desert",5,5,5
static/millionaid_P0308906.jpg,this is the view from above of an empty parking lot,4,5,5
static/fmow_lighthouse_242_2_msrgb.jpg,"during a flyby over Cha?aral, Chile in Summer, the sensors detected lighthouse prominently positioned in the center and top-left blocks. this detailed observation has a ground sample distance of 1.26m. the snapshot belongs to utm zone 19J and was marked at 15 o'clock, August 30, 2016. the day of the capture had a cloudiness of 0%, and the sensors worked in a reverse manner. crucial angles during this observation include target azimuth at 25.27? and off-nadir at 5.86?. satellite image of a small town in the desert",4,4,5
static/millionaid_P0962311.jpg,a satellite image of a large factory building,4,5,5
static/millionaid_P0066492.jpg,a field of fruit trees is shown in an aerial view,2,2,5
static/millionaid_P0386605.jpg,a large aircraft parking area with electrical power hookups,3,2,5
static/fmow_zoo_123_1_msrgb.jpg,"a satellite's view of Harbin, China during Winter showcases zoo in the center and center-left blocks. with impeccable detail marked by a ground sample distance of 2.11m, it is geotagged under utm zone 52T, timestamped on 2 o'clock, December 28, 2016, had a cloud cover of 0%, scanned from the forward, with orientation angles like target azimuth: 154.58? and off-nadir: 21.23?. the satellite picture shows the city from space",5,5,5
static/fmow_military_facility_525_0_rgb.jpg,"the satellite frame from Java, Georgia, taken during its Fall, is punctuated by the presence of military_facility in the center and center-left blocks. every detail is crisp thanks to its ground sample distance of 1.36m. it's geo-tagged to utm zone 38T, bearing the timestamp 8 o'clock, September 17, 2015. the ambient cloud cover was at 30%, and the image acquisition followed a forward direction. angles dictating this frame include target azimuth at 281.11? and off-nadir at 18.44?. a satellite photo shows many different green buildings",5,5,5
static/fmow_tower_1404_2_rgb.jpg,"a satellite snapshot over Pekalongan, Indonesia in Summer displayed the presence of tower at the center and top-left blocks. its clarity is confirmed with a ground sample distance of 1.88m. this piece of remote sensing data is associated with utm zone 49M, recorded at 3 o'clock, June 16, 2016. environmental conditions included a 27% cloud coverage and forward scan direction. relevant angles for orientation were target azimuth at 204.89? and off-nadir at 7.27?. a satellite photo of a neighborhood",5,5,5
static/fmow_wind_farm_1194_0_msrgb.jpg,"from an orbital vantage point over Koynanagar, India during Fall, the satellite captured wind_farm at the center and top-left blocks. its granularity is denoted with a ground sample distance of 2.49m. geo-references include utm zone 43Q and capture timestamp 6 o'clock, November 22, 2005. sky conditions during this time were 0% cloud-covered, and the scanning direction was forward. key angles encompass target azimuth: 98.23? and off-nadir: 10.89?. satellite image of a road near a large city",5,4,5
static/ben_29099.jpg,"depicting the 'permanently irrigated land, complex cultivation patterns' class, this satellite image from the Summer season is associated with utm zone 29N and stamped 11 o'clock, July 4, 2017. an image of a farming area as seen from space",5,5,5
static/millionaid_P0902295.jpg,a picture of a gray tile texture surface,4,5,5
static/millionaid_P0560841.jpg,an aerial view of a golf course and a waterhole,4,4,5
static/millionaid_P0638687.jpg,wind turbine is shown in an aerial photo,4,5,5
static/millionaid_P0480488.jpg,a satellite view of the high school with cars in the parking lot,4,4,5
static/millionaid_P0004577.jpg,the village shown on the left side of this satellite image,3,3,5
static/fmow_stadium_176_10_rgb.jpg,"during a flyby over Santa Monica, United States in Spring, the sensors detected stadium prominently positioned in the center and center-left blocks. this detailed observation has a ground sample distance of 2.30m. the snapshot belongs to utm zone 11S and was marked at 19 o'clock, March 3, 2015. the day of the capture had a cloudiness of 12%, and the sensors worked in a forward manner. crucial angles during this observation include target azimuth at 52.64? and off-nadir at 27.10?. a satellite view shows the football field and surrounding area",5,5,5
static/fmow_crop_field_2674_3_rgb.jpg,"Douera, Algeria's Fall was portrayed through a satellite image showcasing crop_field in the center and top-center blocks. a clear view with a ground sample distance of 1.48m was achieved. it's catalogued under utm zone 31S with a timestamp of 11 o'clock, October 4, 2016. conditions during the snapshot included 8% cloudiness and a scan direction of forward. guiding angles for this acquisition were target azimuth: 134.89? and off-nadir: 25.54?. a satellite picture of a large orchard on a farm",5,5,5
static/millionaid_P0711207.jpg,the image shows the white circular building and some other objects,2,3,5
static/millionaid_P0690127.jpg,aerial view of a dense forest,4,5,5
static/ben_170661.jpg,"originating from utm zone 29N in the Winter season, this satellite image showcasing 'non-irrigated arable land, pastures, transitional woodland/shrub' is timestamped 11 o'clock, February 25, 2018. a satellite view of a farm field",5,5,5
static/millionaid_P0505178.jpg,an aerial view of an intersection with freeway,4,5,5
static/fmow_place_of_worship_2339_3_msrgb.jpg,"an image captured in Sarlat-la-Can?da, France during Spring reveals place_of_worship positioned at the center and top-left blocks. it was taken with a ground sample distance of 2.52m, specifically in the utm zone 31T at 10 o'clock, April 1, 2014. notable conditions include a cloud cover rate of 0%, scan direction facing reverse, target azimuth angle of 17.56?, and an off-nadir angle of 6.95?. the satellite image of a city on the top of it",5,4,5
static/millionaid_P0553695.jpg,a google satellite image of the airport near a beach,5,5,5
static/fmow_recreational_facility_758_4_msrgb.jpg,"from an orbital vantage point over Magomeni, Tanzania, United Republic of during Fall, the satellite captured recreational_facility at the center and top-left blocks. its granularity is denoted with a ground sample distance of 1.27m. geo-references include utm zone 37M and capture timestamp 7 o'clock, October 5, 2015. sky conditions during this time were 16% cloud-covered, and the scanning direction was forward. key angles encompass target azimuth: 144.43? and off-nadir: 10.41?. a satellite image shows the area in a suburb",5,5,5
static/ben_450352.jpg,"this 'pastures' classified satellite image, captured in the Winter season, comes from utm zone 29N and is timestamped 11 o'clock, February 20, 2018. a satellite view of an area that has farm",4,5,5
static/fmow_hospital_493_8_msrgb.jpg,"a top-down perspective of Bern, Switzerland during Summer showcases hospital at the center and top-left blocks. it is defined with a ground sample distance of 1.88m. geospatially, it's associated with utm zone 32T, timestamped on 10 o'clock, July 27, 2009. cloud cover was recorded at 0%, with the scanner's direction being reverse. important angles in the metadata are target azimuth: 4.69? and off-nadir: 20.70?. the satellite image shows the buildings of an area",5,5,5
static/fmow_recreational_facility_234_2_rgb.jpg,"a top-down perspective of Casarsa della Delizia, Italy during Summer showcases recreational_facility at the center and top-center blocks. it is defined with a ground sample distance of 1.30m. geospatially, it's associated with utm zone 33T, timestamped on 10 o'clock, June 11, 2015. cloud cover was recorded at 0%, with the scanner's direction being forward. important angles in the metadata are target azimuth: 22.37? and off-nadir: 13.63?. a satellite view of soccer field with a small grass patch",5,4,5
static/millionaid_P0029903.jpg,an aerial view of rocks on the ground,4,5,5
static/millionaid_P0990616.jpg,the satellite image shows a large circular mountain,3,4,5
static/ben_393971.jpg,"showcasing the 'broad-leaved forest, mixed forest' class, this satellite image from Fall is tied to utm zone 31N and dated 10 o'clock, November 7, 2017. bears in the forest by a rock formation",3,3,5
static/millionaid_P0264699.jpg,a satellite view of the pine forest near the base,4,5,5
static/millionaid_P0227324.jpg,a roundabout in a suburb of a city with cars on the road,4,5,5
static/millionaid_P0318605.jpg,a satellite view of the house and trees,4,5,5
